country,date,year_week,Daily hospital occupancy,under_15_cases,15-24_cases,25-49_cases,50-64_cases,65-79_cases,over_80_cases,next_week_increase_decrease
Norway,7/8/2020,2020-W28,8,0,13,30,14,6,0,0
Norway,7/9/2020,2020-W28,8,0,13,30,14,6,0,1
Norway,7/10/2020,2020-W28,4,0,13,30,14,6,0,1
Norway,7/13/2020,2020-W29,7,6,5,27,10,4,1,0
Norway,7/14/2020,2020-W29,7,6,5,27,10,4,1,0
Norway,7/15/2020,2020-W29,5,6,5,27,10,4,1,0
Norway,7/16/2020,2020-W29,6,6,5,27,10,4,1,1
Norway,7/17/2020,2020-W29,8,6,5,27,10,4,1,0
Norway,7/20/2020,2020-W30,10,7,20,46,17,3,1,0
Norway,7/21/2020,2020-W30,7,7,20,46,17,3,1,0
Norway,7/22/2020,2020-W30,3,7,20,46,17,3,1,0
Norway,7/23/2020,2020-W30,3,7,20,46,17,3,1,1
Norway,7/24/2020,2020-W30,3,7,20,46,17,3,1,1
Norway,7/27/2020,2020-W31,7,16,35,111,29,5,2,1
Norway,7/28/2020,2020-W31,5,16,35,111,29,5,2,1
Norway,7/29/2020,2020-W31,6,16,35,111,29,5,2,1
Norway,7/30/2020,2020-W31,6,16,35,111,29,5,2,1
Norway,7/31/2020,2020-W31,3,16,35,111,29,5,2,1
Norway,8/3/2020,2020-W32,14,21,103,168,58,16,4,1
Norway,8/4/2020,2020-W32,12,21,103,168,58,16,4,0
Norway,8/5/2020,2020-W32,11,21,103,168,58,16,4,0
Norway,8/6/2020,2020-W32,14,21,103,168,58,16,4,0
Norway,8/7/2020,2020-W32,15,21,103,168,58,16,4,0
Norway,8/10/2020,2020-W33,16,28,93,179,53,14,1,0
Norway,8/11/2020,2020-W33,15,28,93,179,53,14,1,0
Norway,8/12/2020,2020-W33,15,28,93,179,53,14,1,0
Norway,8/13/2020,2020-W33,12,28,93,179,53,14,1,1
Norway,8/14/2020,2020-W33,8,28,93,179,53,14,1,1
Norway,8/17/2020,2020-W34,14,35,99,160,51,13,1,1
Norway,8/18/2020,2020-W34,12,35,99,160,51,13,1,1
Norway,8/19/2020,2020-W34,11,35,99,160,51,13,1,1
Norway,8/20/2020,2020-W34,10,35,99,160,51,13,1,1
Norway,8/21/2020,2020-W34,13,35,99,160,51,13,1,0
Norway,8/24/2020,2020-W35,17,37,151,138,29,16,5,0
Norway,8/25/2020,2020-W35,18,37,151,138,29,16,5,0
Norway,8/26/2020,2020-W35,17,37,151,138,29,16,5,0
Norway,8/27/2020,2020-W35,17,37,151,138,29,16,5,0
Norway,8/28/2020,2020-W35,16,37,151,138,29,16,5,0
Norway,8/31/2020,2020-W36,12,74,247,293,97,23,7,1
Norway,9/1/2020,2020-W36,11,74,247,293,97,23,7,0
Norway,9/2/2020,2020-W36,11,74,247,293,97,23,7,1
Norway,9/3/2020,2020-W36,13,74,247,293,97,23,7,1
Norway,9/4/2020,2020-W36,16,74,247,293,97,23,7,1
Norway,10/5/2020,2020-W41,25,45,280,500,167,46,17,0
Norway,10/6/2020,2020-W41,22,45,280,500,167,46,17,1
Norway,10/7/2020,2020-W41,25,45,280,500,167,46,17,1
Norway,10/8/2020,2020-W41,27,45,280,500,167,46,17,1
Norway,10/9/2020,2020-W41,23,45,280,500,167,46,17,1
Norway,10/12/2020,2020-W42,31,69,216,455,154,38,8,1
Norway,10/13/2020,2020-W42,27,69,216,455,154,38,8,1
Norway,10/14/2020,2020-W42,23,69,216,455,154,38,8,1
Norway,10/15/2020,2020-W42,24,69,216,455,154,38,8,1
Norway,10/16/2020,2020-W42,28,69,216,455,154,38,8,1
Norway,10/19/2020,2020-W43,28,121,416,783,287,80,17,1
Norway,10/20/2020,2020-W43,29,121,416,783,287,80,17,1
Norway,10/21/2020,2020-W43,36,121,416,783,287,80,17,1
Norway,10/22/2020,2020-W43,44,121,416,783,287,80,17,1
Norway,10/23/2020,2020-W43,44,121,416,783,287,80,17,1
Norway,10/26/2020,2020-W44,54,337,570,1558,486,155,35,1
Norway,10/27/2020,2020-W44,51,337,570,1558,486,155,35,1
Norway,10/28/2020,2020-W44,49,337,570,1558,486,155,35,1
Norway,10/29/2020,2020-W44,47,337,570,1558,486,155,35,1
Norway,10/30/2020,2020-W44,60,337,570,1558,486,155,35,1
Norway,10/31/2020,2020-W44,60,337,570,1558,486,155,35,1
Norway,11/1/2020,2020-W44,63,337,570,1558,486,155,35,1
Norway,11/2/2020,2020-W45,64,494,879,1699,679,232,59,1
Norway,11/3/2020,2020-W45,61,494,879,1699,679,232,59,1
Norway,11/4/2020,2020-W45,70,494,879,1699,679,232,59,1
Norway,11/5/2020,2020-W45,72,494,879,1699,679,232,59,1
Norway,11/6/2020,2020-W45,88,494,879,1699,679,232,59,1
Norway,11/7/2020,2020-W45,92,494,879,1699,679,232,59,1
Norway,11/8/2020,2020-W45,96,494,879,1699,679,232,59,1
Norway,11/9/2020,2020-W46,97,574,845,1688,646,229,104,1
Norway,11/10/2020,2020-W46,104,574,845,1688,646,229,104,1
Norway,11/11/2020,2020-W46,95,574,845,1688,646,229,104,1
Norway,11/12/2020,2020-W46,110,574,845,1688,646,229,104,1
Norway,11/13/2020,2020-W46,109,574,845,1688,646,229,104,1
Norway,11/14/2020,2020-W46,117,574,845,1688,646,229,104,1
Norway,11/15/2020,2020-W46,127,574,845,1688,646,229,104,1
Norway,11/16/2020,2020-W47,135,554,724,1503,570,210,90,1
Norway,11/17/2020,2020-W47,139,554,724,1503,570,210,90,0
Norway,11/18/2020,2020-W47,143,554,724,1503,570,210,90,0
Norway,11/19/2020,2020-W47,138,554,724,1503,570,210,90,0
Norway,11/20/2020,2020-W47,127,554,724,1503,570,210,90,0
Norway,11/21/2020,2020-W47,124,554,724,1503,570,210,90,0
Norway,11/22/2020,2020-W47,129,554,724,1503,570,210,90,0
Norway,11/23/2020,2020-W48,138,424,532,1215,501,172,78,0
Norway,11/24/2020,2020-W48,128,424,532,1215,501,172,78,0
Norway,11/25/2020,2020-W48,116,424,532,1215,501,172,78,1
Norway,11/26/2020,2020-W48,123,424,532,1215,501,172,78,0
Norway,11/27/2020,2020-W48,121,424,532,1215,501,172,78,1
Norway,11/28/2020,2020-W48,118,424,532,1215,501,172,78,1
Norway,11/29/2020,2020-W48,123,424,532,1215,501,172,78,1
Norway,12/28/2020,2020-W53,141,455,722,1606,662,297,113,0
Norway,12/29/2020,2020-W53,151,455,722,1606,662,297,113,0
Norway,12/30/2020,2020-W53,145,455,722,1606,662,297,113,0
Norway,12/31/2020,2020-W53,140,455,722,1606,662,297,113,0
Norway,1/1/2021,2020-W53,126,455,722,1606,662,297,113,1
Norway,1/2/2021,2020-W53,127,455,722,1606,662,297,113,0
Norway,1/3/2021,2020-W53,128,455,722,1606,662,297,113,1
Norway,1/4/2021,2021-W01,129,532,1064,2070,723,185,93,1
Norway,1/5/2021,2021-W01,133,532,1064,2070,723,185,93,1
Norway,1/6/2021,2021-W01,129,532,1064,2070,723,185,93,1
Norway,1/7/2021,2021-W01,127,532,1064,2070,723,185,93,1
Norway,1/8/2021,2021-W01,131,532,1064,2070,723,185,93,1
Norway,1/9/2021,2021-W01,125,532,1064,2070,723,185,93,1
Norway,1/10/2021,2021-W01,143,532,1064,2070,723,185,93,1
Norway,1/11/2021,2021-W02,147,373,583,1294,530,147,78,1
Norway,1/12/2021,2021-W02,149,373,583,1294,530,147,78,0
Norway,1/13/2021,2021-W02,156,373,583,1294,530,147,78,0
Norway,1/14/2021,2021-W02,164,373,583,1294,530,147,78,0
Norway,1/15/2021,2021-W02,158,373,583,1294,530,147,78,0
Norway,1/16/2021,2021-W02,150,373,583,1294,530,147,78,0
Norway,1/17/2021,2021-W02,158,373,583,1294,530,147,78,0
Norway,1/18/2021,2021-W03,152,300,382,1010,369,97,59,0
Norway,1/19/2021,2021-W03,132,300,382,1010,369,97,59,0
Norway,1/20/2021,2021-W03,124,300,382,1010,369,97,59,0
Norway,1/21/2021,2021-W03,125,300,382,1010,369,97,59,0
Norway,1/22/2021,2021-W03,131,300,382,1010,369,97,59,0
Norway,1/23/2021,2021-W03,129,300,382,1010,369,97,59,0
Norway,1/24/2021,2021-W03,135,300,382,1010,369,97,59,0
Norway,1/25/2021,2021-W04,135,295,328,889,340,57,29,0
Norway,1/26/2021,2021-W04,122,295,328,889,340,57,29,0
Norway,1/27/2021,2021-W04,120,295,328,889,340,57,29,0
Norway,1/28/2021,2021-W04,104,295,328,889,340,57,29,0
Norway,1/29/2021,2021-W04,99,295,328,889,340,57,29,0
Norway,1/30/2021,2021-W04,87,295,328,889,340,57,29,0
Norway,1/31/2021,2021-W04,90,295,328,889,340,57,29,1
Norway,2/1/2021,2021-W05,96,367,330,792,264,66,20,0
Norway,2/2/2021,2021-W05,94,367,330,792,264,66,20,0
Norway,2/3/2021,2021-W05,95,367,330,792,264,66,20,0
Norway,2/4/2021,2021-W05,94,367,330,792,264,66,20,0
Norway,2/5/2021,2021-W05,95,367,330,792,264,66,20,0
Norway,2/6/2021,2021-W05,85,367,330,792,264,66,20,0
Norway,2/7/2021,2021-W05,91,367,330,792,264,66,20,0
Norway,2/8/2021,2021-W06,91,309,298,790,267,56,14,0
Norway,2/9/2021,2021-W06,94,309,298,790,267,56,14,0
Norway,2/10/2021,2021-W06,88,309,298,790,267,56,14,0
Norway,2/11/2021,2021-W06,82,309,298,790,267,56,14,0
Norway,2/12/2021,2021-W06,80,309,298,790,267,56,14,0
Norway,2/13/2021,2021-W06,76,309,298,790,267,56,14,1
Norway,2/14/2021,2021-W06,85,309,298,790,267,56,14,0
Norway,2/15/2021,2021-W07,87,339,414,892,290,79,15,1
Norway,2/16/2021,2021-W07,79,339,414,892,290,79,15,1
Norway,2/17/2021,2021-W07,69,339,414,892,290,79,15,1
Norway,2/18/2021,2021-W07,72,339,414,892,290,79,15,1
Norway,2/19/2021,2021-W07,76,339,414,892,290,79,15,1
Norway,2/20/2021,2021-W07,79,339,414,892,290,79,15,1
Norway,2/21/2021,2021-W07,85,339,414,892,290,79,15,1
Norway,2/22/2021,2021-W08,93,575,590,1332,479,102,23,1
Norway,2/23/2021,2021-W08,92,575,590,1332,479,102,23,1
Norway,2/24/2021,2021-W08,95,575,590,1332,479,102,23,1
Norway,2/25/2021,2021-W08,92,575,590,1332,479,102,23,1
Norway,2/26/2021,2021-W08,93,575,590,1332,479,102,23,1
Norway,2/27/2021,2021-W08,95,575,590,1332,479,102,23,1
Norway,2/28/2021,2021-W08,95,575,590,1332,479,102,23,1
Norway,3/29/2021,2021-W13,285,991,1007,1940,690,194,35,1
Norway,3/30/2021,2021-W13,288,991,1007,1940,690,194,35,1
Norway,3/31/2021,2021-W13,293,991,1007,1940,690,194,35,1
Norway,4/1/2021,2021-W13,287,991,1007,1940,690,194,35,1
Norway,4/2/2021,2021-W13,289,991,1007,1940,690,194,35,0
Norway,4/3/2021,2021-W13,306,991,1007,1940,690,194,35,0
Norway,4/4/2021,2021-W13,299,991,1007,1940,690,194,35,0
Portugal,3/3/2020,2020-W10,0,0,5,13,4,4,0,1
Portugal,3/4/2020,2020-W10,0,0,5,13,4,4,0,1
Portugal,3/5/2020,2020-W10,0,0,5,13,4,4,0,1
Portugal,3/6/2020,2020-W10,0,0,5,13,4,4,0,1
Portugal,3/7/2020,2020-W10,0,0,5,13,4,4,0,1
Portugal,3/8/2020,2020-W10,0,0,5,13,4,4,0,1
Portugal,3/9/2020,2020-W11,0,17,25,155,70,41,13,1
Portugal,3/10/2020,2020-W11,40,17,25,155,70,41,13,1
Portugal,3/11/2020,2020-W11,57,17,25,155,70,41,13,1
Portugal,3/12/2020,2020-W11,69,17,25,155,70,41,13,1
Portugal,3/13/2020,2020-W11,107,17,25,155,70,41,13,1
Portugal,3/14/2020,2020-W11,114,17,25,155,70,41,13,1
Portugal,3/15/2020,2020-W11,139,17,25,155,70,41,13,1
Portugal,3/16/2020,2020-W12,139,28,89,725,418,243,117,1
Portugal,3/17/2020,2020-W12,206,28,89,725,418,243,117,0
Portugal,3/18/2020,2020-W12,89,28,89,725,418,243,117,1
Portugal,3/19/2020,2020-W12,89,28,89,725,418,243,117,1
Portugal,3/20/2020,2020-W12,126,28,89,725,418,243,117,1
Portugal,3/21/2020,2020-W12,156,28,89,725,418,243,117,1
Portugal,3/22/2020,2020-W12,169,28,89,725,418,243,117,1
Portugal,3/23/2020,2020-W13,201,93,274,1764,1197,754,525,1
Portugal,3/24/2020,2020-W13,203,93,274,1764,1197,754,525,1
Portugal,3/25/2020,2020-W13,276,93,274,1764,1197,754,525,1
Portugal,3/26/2020,2020-W13,191,93,274,1764,1197,754,525,1
Portugal,3/27/2020,2020-W13,354,93,274,1764,1197,754,525,1
Portugal,3/28/2020,2020-W13,418,93,274,1764,1197,754,525,1
Portugal,3/29/2020,2020-W13,486,93,274,1764,1197,754,525,1
Portugal,3/30/2020,2020-W14,571,173,377,2202,1353,725,835,1
Portugal,3/31/2020,2020-W14,627,173,377,2202,1353,725,835,1
Portugal,4/1/2020,2020-W14,726,173,377,2202,1353,725,835,1
Portugal,4/2/2020,2020-W14,1042,173,377,2202,1353,725,835,1
Portugal,4/3/2020,2020-W14,1058,173,377,2202,1353,725,835,1
Portugal,4/4/2020,2020-W14,1075,173,377,2202,1353,725,835,1
Portugal,4/5/2020,2020-W14,1084,173,377,2202,1353,725,835,1
Portugal,4/6/2020,2020-W15,1099,171,351,1719,1121,636,921,1
Portugal,4/7/2020,2020-W15,1180,171,351,1719,1121,636,921,1
Portugal,4/8/2020,2020-W15,1211,171,351,1719,1121,636,921,0
Portugal,4/9/2020,2020-W15,1173,171,351,1719,1121,636,921,1
Portugal,4/10/2020,2020-W15,1179,171,351,1719,1121,636,921,1
Portugal,4/11/2020,2020-W15,1175,171,351,1719,1121,636,921,1
Portugal,4/12/2020,2020-W15,1177,171,351,1719,1121,636,921,1
Portugal,4/13/2020,2020-W16,1187,152,373,1624,939,509,664,1
Portugal,4/14/2020,2020-W16,1227,152,373,1624,939,509,664,0
Portugal,4/15/2020,2020-W16,1200,152,373,1624,939,509,664,0
Portugal,4/16/2020,2020-W16,1302,152,373,1624,939,509,664,0
Portugal,4/17/2020,2020-W16,1284,152,373,1624,939,509,664,0
Portugal,4/18/2020,2020-W16,1253,152,373,1624,939,509,664,0
Portugal,4/19/2020,2020-W16,1243,152,373,1624,939,509,664,0
Portugal,4/20/2020,2020-W17,1208,126,292,1112,640,344,470,0
Portugal,4/21/2020,2020-W17,1172,126,292,1112,640,344,470,0
Portugal,4/22/2020,2020-W17,1146,126,292,1112,640,344,470,0
Portugal,4/23/2020,2020-W17,1095,126,292,1112,640,344,470,0
Portugal,4/24/2020,2020-W17,1068,126,292,1112,640,344,470,0
Portugal,4/25/2020,2020-W17,1040,126,292,1112,640,344,470,0
Portugal,4/26/2020,2020-W17,1005,126,292,1112,640,344,470,0
Portugal,4/27/2020,2020-W18,995,120,209,835,478,227,279,0
Portugal,4/28/2020,2020-W18,936,120,209,835,478,227,279,0
Portugal,4/29/2020,2020-W18,980,120,209,835,478,227,279,0
Portugal,4/30/2020,2020-W18,968,120,209,835,478,227,279,0
Portugal,5/1/2020,2020-W18,892,120,209,835,478,227,279,0
Portugal,5/2/2020,2020-W18,855,120,209,835,478,227,279,0
Portugal,5/3/2020,2020-W18,856,120,209,835,478,227,279,0
Portugal,5/4/2020,2020-W19,813,106,233,915,424,203,252,0
Portugal,5/5/2020,2020-W19,818,106,233,915,424,203,252,0
Portugal,5/6/2020,2020-W19,838,106,233,915,424,203,252,0
Portugal,5/7/2020,2020-W19,874,106,233,915,424,203,252,0
Portugal,5/8/2020,2020-W19,842,106,233,915,424,203,252,0
Portugal,5/9/2020,2020-W19,815,106,233,915,424,203,252,0
Portugal,5/10/2020,2020-W19,797,106,233,915,424,203,252,0
Portugal,5/11/2020,2020-W20,805,115,215,756,354,126,142,0
Portugal,5/12/2020,2020-W20,709,115,215,756,354,126,142,0
Portugal,5/13/2020,2020-W20,692,115,215,756,354,126,142,0
Portugal,5/14/2020,2020-W20,680,115,215,756,354,126,142,0
Portugal,5/15/2020,2020-W20,673,115,215,756,354,126,142,0
Portugal,5/16/2020,2020-W20,657,115,215,756,354,126,142,0
Portugal,5/17/2020,2020-W20,649,115,215,756,354,126,142,0
Portugal,5/18/2020,2020-W21,628,124,231,846,302,157,117,0
Portugal,5/19/2020,2020-W21,629,124,231,846,302,157,117,0
Portugal,5/20/2020,2020-W21,609,124,231,846,302,157,117,0
Portugal,5/21/2020,2020-W21,608,124,231,846,302,157,117,0
Portugal,5/22/2020,2020-W21,576,124,231,846,302,157,117,0
Portugal,5/23/2020,2020-W21,550,124,231,846,302,157,117,0
Portugal,5/24/2020,2020-W21,536,124,231,846,302,157,117,0
Portugal,5/25/2020,2020-W22,531,149,280,953,368,179,151,0
Portugal,5/26/2020,2020-W22,513,149,280,953,368,179,151,0
Portugal,5/27/2020,2020-W22,510,149,280,953,368,179,151,0
Portugal,5/28/2020,2020-W22,512,149,280,953,368,179,151,0
Portugal,5/29/2020,2020-W22,529,149,280,953,368,179,151,0
Portugal,5/30/2020,2020-W22,514,149,280,953,368,179,151,0
Portugal,5/31/2020,2020-W22,474,149,280,953,368,179,151,0
Portugal,6/1/2020,2020-W23,471,178,308,1108,415,149,123,0
Portugal,6/2/2020,2020-W23,432,178,308,1108,415,149,123,0
Portugal,6/3/2020,2020-W23,428,178,308,1108,415,149,123,0
Portugal,6/4/2020,2020-W23,445,178,308,1108,415,149,123,0
Portugal,6/5/2020,2020-W23,475,178,308,1108,415,149,123,0
Portugal,6/6/2020,2020-W23,414,178,308,1108,415,149,123,1
Portugal,6/7/2020,2020-W23,398,178,308,1108,415,149,123,1
Portugal,6/8/2020,2020-W24,366,178,236,989,360,160,107,1
Portugal,6/9/2020,2020-W24,394,178,236,989,360,160,107,1
Portugal,6/10/2020,2020-W24,417,178,236,989,360,160,107,1
Portugal,6/11/2020,2020-W24,415,178,236,989,360,160,107,1
Portugal,6/12/2020,2020-W24,440,178,236,989,360,160,107,0
Portugal,6/13/2020,2020-W24,428,178,236,989,360,160,107,0
Portugal,6/14/2020,2020-W24,419,178,236,989,360,160,107,0
Portugal,6/15/2020,2020-W25,431,191,364,1101,414,208,244,0
Portugal,6/16/2020,2020-W25,423,191,364,1101,414,208,244,1
Portugal,6/17/2020,2020-W25,435,191,364,1101,414,208,244,0
Portugal,6/18/2020,2020-W25,416,191,364,1101,414,208,244,1
Portugal,6/19/2020,2020-W25,422,191,364,1101,414,208,244,1
Portugal,6/20/2020,2020-W25,422,191,364,1101,414,208,244,1
Portugal,6/21/2020,2020-W25,407,191,364,1101,414,208,244,1
Portugal,6/22/2020,2020-W26,424,276,331,1216,433,229,240,1
Portugal,6/23/2020,2020-W26,441,276,331,1216,433,229,240,1
Portugal,6/24/2020,2020-W26,429,276,331,1216,433,229,240,1
Portugal,6/25/2020,2020-W26,436,276,331,1216,433,229,240,1
Portugal,6/26/2020,2020-W26,457,276,331,1216,433,229,240,1
Portugal,6/27/2020,2020-W26,442,276,331,1216,433,229,240,1
Portugal,6/28/2020,2020-W26,458,276,331,1216,433,229,240,1
Portugal,6/29/2020,2020-W27,489,232,347,1085,427,248,205,1
Portugal,6/30/2020,2020-W27,491,232,347,1085,427,248,205,1
Portugal,7/1/2020,2020-W27,503,232,347,1085,427,248,205,1
Portugal,7/2/2020,2020-W27,510,232,347,1085,427,248,205,0
Portugal,7/3/2020,2020-W27,495,232,347,1085,427,248,205,0
Portugal,7/4/2020,2020-W27,489,232,347,1085,427,248,205,0
Portugal,7/5/2020,2020-W27,504,232,347,1085,427,248,205,0
Portugal,7/6/2020,2020-W28,513,238,324,1100,443,236,155,0
Portugal,7/7/2020,2020-W28,511,238,324,1100,443,236,155,0
Portugal,7/8/2020,2020-W28,512,238,324,1100,443,236,155,0
Portugal,7/9/2020,2020-W28,487,238,324,1100,443,236,155,0
Portugal,7/10/2020,2020-W28,471,238,324,1100,443,236,155,0
Portugal,7/11/2020,2020-W28,459,238,324,1100,443,236,155,0
Portugal,7/12/2020,2020-W28,462,238,324,1100,443,236,155,0
Portugal,7/13/2020,2020-W29,467,205,277,891,353,181,94,0
Portugal,7/14/2020,2020-W29,472,205,277,891,353,181,94,0
Portugal,7/15/2020,2020-W29,478,205,277,891,353,181,94,0
Portugal,7/16/2020,2020-W29,476,205,277,891,353,181,94,0
Portugal,7/17/2020,2020-W29,447,205,277,891,353,181,94,0
Portugal,7/18/2020,2020-W29,452,205,277,891,353,181,94,0
Portugal,7/19/2020,2020-W29,439,205,277,891,353,181,94,0
Portugal,7/20/2020,2020-W30,454,153,207,718,268,154,97,0
Portugal,7/21/2020,2020-W30,439,153,207,718,268,154,97,0
Portugal,7/22/2020,2020-W30,439,153,207,718,268,154,97,0
Portugal,7/23/2020,2020-W30,431,153,207,718,268,154,97,0
Portugal,7/24/2020,2020-W30,420,153,207,718,268,154,97,0
Portugal,7/25/2020,2020-W30,410,153,207,718,268,154,97,0
Portugal,7/26/2020,2020-W30,403,153,207,718,268,154,97,0
Portugal,7/27/2020,2020-W31,414,158,165,562,232,124,80,0
Portugal,7/28/2020,2020-W31,402,158,165,562,232,124,80,0
Portugal,7/29/2020,2020-W31,403,158,165,562,232,124,80,0
Portugal,7/30/2020,2020-W31,403,158,165,562,232,124,80,0
Portugal,7/31/2020,2020-W31,381,158,165,562,232,124,80,0
Portugal,8/1/2020,2020-W31,375,158,165,562,232,124,80,0
Portugal,8/2/2020,2020-W31,378,158,165,562,232,124,80,0
Portugal,8/3/2020,2020-W32,390,122,169,557,235,157,112,0
Portugal,8/4/2020,2020-W32,401,122,169,557,235,157,112,0
Portugal,8/5/2020,2020-W32,384,122,169,557,235,157,112,0
Portugal,8/6/2020,2020-W32,369,122,169,557,235,157,112,0
Portugal,8/7/2020,2020-W32,356,122,169,557,235,157,112,0
Portugal,8/8/2020,2020-W32,357,122,169,557,235,157,112,0
Portugal,8/9/2020,2020-W32,366,122,169,557,235,157,112,0
Portugal,8/10/2020,2020-W33,374,116,204,675,242,142,117,0
Portugal,8/11/2020,2020-W33,365,116,204,675,242,142,117,0
Portugal,8/12/2020,2020-W33,367,116,204,675,242,142,117,0
Portugal,8/13/2020,2020-W33,358,116,204,675,242,142,117,0
Portugal,8/14/2020,2020-W33,348,116,204,675,242,142,117,0
Portugal,8/15/2020,2020-W33,320,116,204,675,242,142,117,0
Portugal,8/16/2020,2020-W33,325,116,204,675,242,142,117,0
Portugal,8/17/2020,2020-W34,336,109,184,660,272,166,117,0
Portugal,8/18/2020,2020-W34,336,109,184,660,272,166,117,0
Portugal,8/19/2020,2020-W34,329,109,184,660,272,166,117,0
Portugal,8/20/2020,2020-W34,334,109,184,660,272,166,117,0
Portugal,8/21/2020,2020-W34,321,109,184,660,272,166,117,1
Portugal,8/22/2020,2020-W34,316,109,184,660,272,166,117,1
Portugal,8/23/2020,2020-W34,317,109,184,660,272,166,117,1
Portugal,8/24/2020,2020-W35,321,181,338,1000,412,259,166,1
Portugal,8/25/2020,2020-W35,325,181,338,1000,412,259,166,1
Portugal,8/26/2020,2020-W35,311,181,338,1000,412,259,166,1
Portugal,8/27/2020,2020-W35,317,181,338,1000,412,259,166,1
Portugal,8/28/2020,2020-W35,334,181,338,1000,412,259,166,1
Portugal,8/29/2020,2020-W35,324,181,338,1000,412,259,166,1
Portugal,8/30/2020,2020-W35,341,181,338,1000,412,259,166,1
Portugal,8/31/2020,2020-W36,349,207,365,1075,496,305,216,1
Portugal,9/1/2020,2020-W36,350,207,365,1075,496,305,216,1
Portugal,9/2/2020,2020-W36,337,207,365,1075,496,305,216,1
Portugal,9/3/2020,2020-W36,334,207,365,1075,496,305,216,1
Portugal,9/4/2020,2020-W36,339,207,365,1075,496,305,216,1
Portugal,9/5/2020,2020-W36,345,207,365,1075,496,305,216,1
Portugal,9/6/2020,2020-W36,354,207,365,1075,496,305,216,1
Portugal,10/5/2020,2020-W41,701,652,1382,3408,1571,824,511,1
Portugal,10/6/2020,2020-W41,732,652,1382,3408,1571,824,511,1
Portugal,10/7/2020,2020-W41,764,652,1382,3408,1571,824,511,1
Portugal,10/8/2020,2020-W41,801,652,1382,3408,1571,824,511,1
Portugal,10/9/2020,2020-W41,811,652,1382,3408,1571,824,511,1
Portugal,10/10/2020,2020-W41,831,652,1382,3408,1571,824,511,1
Portugal,10/11/2020,2020-W41,843,652,1382,3408,1571,824,511,1
Portugal,10/12/2020,2020-W42,877,1093,2173,5967,2780,1382,857,1
Portugal,10/13/2020,2020-W42,916,1093,2173,5967,2780,1382,857,1
Portugal,10/14/2020,2020-W42,957,1093,2173,5967,2780,1382,857,1
Portugal,10/15/2020,2020-W42,993,1093,2173,5967,2780,1382,857,1
Portugal,10/16/2020,2020-W42,1015,1093,2173,5967,2780,1382,857,1
Portugal,10/17/2020,2020-W42,1012,1093,2173,5967,2780,1382,857,1
Portugal,10/18/2020,2020-W42,1086,1093,2173,5967,2780,1382,857,1
Portugal,10/19/2020,2020-W43,1174,1458,3002,8149,3846,1935,1203,1
Portugal,10/20/2020,2020-W43,1237,1458,3002,8149,3846,1935,1203,1
Portugal,10/21/2020,2020-W43,1272,1458,3002,8149,3846,1935,1203,1
Portugal,10/22/2020,2020-W43,1365,1458,3002,8149,3846,1935,1203,1
Portugal,10/23/2020,2020-W43,1418,1458,3002,8149,3846,1935,1203,1
Portugal,10/24/2020,2020-W43,1455,1458,3002,8149,3846,1935,1203,1
Portugal,10/25/2020,2020-W43,1574,1458,3002,8149,3846,1935,1203,1
Portugal,10/26/2020,2020-W44,1672,2014,3737,10567,5129,2645,1908,1
Portugal,10/27/2020,2020-W44,1747,2014,3737,10567,5129,2645,1908,1
Portugal,10/28/2020,2020-W44,1794,2014,3737,10567,5129,2645,1908,1
Portugal,10/29/2020,2020-W44,1794,2014,3737,10567,5129,2645,1908,1
Portugal,10/30/2020,2020-W44,1927,2014,3737,10567,5129,2645,1908,1
Portugal,10/31/2020,2020-W44,1972,2014,3737,10567,5129,2645,1908,1
Portugal,11/1/2020,2020-W44,2122,2014,3737,10567,5129,2645,1908,1
Portugal,11/2/2020,2020-W45,2255,3509,5232,14875,7437,3502,2234,1
Portugal,11/3/2020,2020-W45,2349,3509,5232,14875,7437,3502,2234,1
Portugal,11/4/2020,2020-W45,2337,3509,5232,14875,7437,3502,2234,1
Portugal,11/5/2020,2020-W45,2362,3509,5232,14875,7437,3502,2234,1
Portugal,11/6/2020,2020-W45,2425,3509,5232,14875,7437,3502,2234,1
Portugal,11/7/2020,2020-W45,2420,3509,5232,14875,7437,3502,2234,1
Portugal,11/8/2020,2020-W45,2522,3509,5232,14875,7437,3502,2234,1
Portugal,11/9/2020,2020-W46,2651,4025,5185,14819,7610,3859,2577,1
Portugal,11/10/2020,2020-W46,2742,4025,5185,14819,7610,3859,2577,1
Portugal,11/11/2020,2020-W46,2785,4025,5185,14819,7610,3859,2577,1
Portugal,11/12/2020,2020-W46,2794,4025,5185,14819,7610,3859,2577,1
Portugal,11/13/2020,2020-W46,2799,4025,5185,14819,7610,3859,2577,1
Portugal,11/14/2020,2020-W46,2798,4025,5185,14819,7610,3859,2577,1
Portugal,11/15/2020,2020-W46,2929,4025,5185,14819,7610,3859,2577,1
Portugal,11/16/2020,2020-W47,3040,4215,5195,14998,8117,4046,2635,1
Portugal,11/17/2020,2020-W47,3028,4215,5195,14998,8117,4046,2635,1
Portugal,11/18/2020,2020-W47,3051,4215,5195,14998,8117,4046,2635,1
Portugal,11/19/2020,2020-W47,3017,4215,5195,14998,8117,4046,2635,1
Portugal,11/20/2020,2020-W47,3079,4215,5195,14998,8117,4046,2635,1
Portugal,11/21/2020,2020-W47,3025,4215,5195,14998,8117,4046,2635,1
