country,date,year_week,Daily hospital occupancy,under_15_cases,15-24_cases,25-49_cases,50-64_cases,65-79_cases,over_80_cases,next_week_hospitalizations
Norway,11/26/2020,2020-W48,123,424,532,1215,501,172,78,111
Norway,11/27/2020,2020-W48,121,424,532,1215,501,172,78,128
Norway,11/28/2020,2020-W48,118,424,532,1215,501,172,78,131
Norway,11/29/2020,2020-W48,123,424,532,1215,501,172,78,132
Norway,12/28/2020,2020-W53,141,455,722,1606,662,297,113,129
Norway,12/29/2020,2020-W53,151,455,722,1606,662,297,113,133
Norway,12/30/2020,2020-W53,145,455,722,1606,662,297,113,129
Norway,12/31/2020,2020-W53,140,455,722,1606,662,297,113,127
Norway,1/1/2021,2020-W53,126,455,722,1606,662,297,113,131
Norway,1/2/2021,2020-W53,127,455,722,1606,662,297,113,125
Norway,1/3/2021,2020-W53,128,455,722,1606,662,297,113,143
Norway,1/4/2021,2021-W01,129,532,1064,2070,723,185,93,147
Norway,1/5/2021,2021-W01,133,532,1064,2070,723,185,93,149
Norway,1/6/2021,2021-W01,129,532,1064,2070,723,185,93,156
Norway,1/7/2021,2021-W01,127,532,1064,2070,723,185,93,164
Norway,1/8/2021,2021-W01,131,532,1064,2070,723,185,93,158
Norway,1/9/2021,2021-W01,125,532,1064,2070,723,185,93,150
Norway,1/10/2021,2021-W01,143,532,1064,2070,723,185,93,158
Norway,1/11/2021,2021-W02,147,373,583,1294,530,147,78,152
Norway,1/12/2021,2021-W02,149,373,583,1294,530,147,78,132
Norway,1/13/2021,2021-W02,156,373,583,1294,530,147,78,124
Norway,1/14/2021,2021-W02,164,373,583,1294,530,147,78,125
Norway,1/15/2021,2021-W02,158,373,583,1294,530,147,78,131
Norway,1/16/2021,2021-W02,150,373,583,1294,530,147,78,129
Norway,1/17/2021,2021-W02,158,373,583,1294,530,147,78,135
Norway,1/18/2021,2021-W03,152,300,382,1010,369,97,59,135
Norway,1/19/2021,2021-W03,132,300,382,1010,369,97,59,122
Norway,1/20/2021,2021-W03,124,300,382,1010,369,97,59,120
Norway,1/21/2021,2021-W03,125,300,382,1010,369,97,59,104
Norway,1/22/2021,2021-W03,131,300,382,1010,369,97,59,99
Norway,1/23/2021,2021-W03,129,300,382,1010,369,97,59,87
Norway,1/24/2021,2021-W03,135,300,382,1010,369,97,59,90
Norway,1/25/2021,2021-W04,135,295,328,889,340,57,29,96
Norway,1/26/2021,2021-W04,122,295,328,889,340,57,29,94
Norway,1/27/2021,2021-W04,120,295,328,889,340,57,29,95
Norway,1/28/2021,2021-W04,104,295,328,889,340,57,29,94
Norway,1/29/2021,2021-W04,99,295,328,889,340,57,29,95
Norway,1/30/2021,2021-W04,87,295,328,889,340,57,29,85
Norway,1/31/2021,2021-W04,90,295,328,889,340,57,29,91
Norway,2/1/2021,2021-W05,96,367,330,792,264,66,20,91
Norway,2/2/2021,2021-W05,94,367,330,792,264,66,20,94
Norway,2/3/2021,2021-W05,95,367,330,792,264,66,20,88
Norway,2/4/2021,2021-W05,94,367,330,792,264,66,20,82
Norway,2/5/2021,2021-W05,95,367,330,792,264,66,20,80
Norway,2/6/2021,2021-W05,85,367,330,792,264,66,20,76
Norway,2/7/2021,2021-W05,91,367,330,792,264,66,20,85
Norway,2/8/2021,2021-W06,91,309,298,790,267,56,14,87
Norway,2/9/2021,2021-W06,94,309,298,790,267,56,14,79
Norway,2/10/2021,2021-W06,88,309,298,790,267,56,14,69
Norway,2/11/2021,2021-W06,82,309,298,790,267,56,14,72
Norway,2/12/2021,2021-W06,80,309,298,790,267,56,14,76
Norway,2/13/2021,2021-W06,76,309,298,790,267,56,14,79
Norway,2/14/2021,2021-W06,85,309,298,790,267,56,14,85
Norway,2/15/2021,2021-W07,87,339,414,892,290,79,15,93
Norway,2/16/2021,2021-W07,79,339,414,892,290,79,15,92
Norway,2/17/2021,2021-W07,69,339,414,892,290,79,15,95
Norway,2/18/2021,2021-W07,72,339,414,892,290,79,15,92
Norway,2/19/2021,2021-W07,76,339,414,892,290,79,15,93
Norway,2/20/2021,2021-W07,79,339,414,892,290,79,15,95
Norway,2/21/2021,2021-W07,85,339,414,892,290,79,15,95
Norway,2/22/2021,2021-W08,93,575,590,1332,479,102,23,102
Norway,2/23/2021,2021-W08,92,575,590,1332,479,102,23,109
Norway,2/24/2021,2021-W08,95,575,590,1332,479,102,23,105
Norway,2/25/2021,2021-W08,92,575,590,1332,479,102,23,111
Norway,2/26/2021,2021-W08,93,575,590,1332,479,102,23,120
Norway,2/27/2021,2021-W08,95,575,590,1332,479,102,23,130
Norway,2/28/2021,2021-W08,95,575,590,1332,479,102,23,140
Norway,3/29/2021,2021-W13,285,991,1007,1940,690,194,35,295
Norway,3/30/2021,2021-W13,288,991,1007,1940,690,194,35,296
Norway,3/31/2021,2021-W13,293,991,1007,1940,690,194,35,307
Norway,4/1/2021,2021-W13,287,991,1007,1940,690,194,35,298
Norway,4/2/2021,2021-W13,289,991,1007,1940,690,194,35,281
Norway,4/3/2021,2021-W13,306,991,1007,1940,690,194,35,280
Norway,4/4/2021,2021-W13,299,991,1007,1940,690,194,35,276
Portugal,3/3/2020,2020-W10,0,0,5,13,4,4,0,40
Portugal,3/4/2020,2020-W10,0,0,5,13,4,4,0,57
Portugal,3/5/2020,2020-W10,0,0,5,13,4,4,0,69
Portugal,3/6/2020,2020-W10,0,0,5,13,4,4,0,107
Portugal,3/7/2020,2020-W10,0,0,5,13,4,4,0,114
Portugal,3/8/2020,2020-W10,0,0,5,13,4,4,0,139
Portugal,3/9/2020,2020-W11,0,17,25,155,70,41,13,139
Portugal,3/10/2020,2020-W11,40,17,25,155,70,41,13,206
Portugal,3/11/2020,2020-W11,57,17,25,155,70,41,13,89
Portugal,3/12/2020,2020-W11,69,17,25,155,70,41,13,89
Portugal,3/13/2020,2020-W11,107,17,25,155,70,41,13,126
Portugal,3/14/2020,2020-W11,114,17,25,155,70,41,13,156
Portugal,3/15/2020,2020-W11,139,17,25,155,70,41,13,169
Portugal,3/16/2020,2020-W12,139,28,89,725,418,243,117,201
Portugal,3/17/2020,2020-W12,206,28,89,725,418,243,117,203
Portugal,3/18/2020,2020-W12,89,28,89,725,418,243,117,276
Portugal,3/19/2020,2020-W12,89,28,89,725,418,243,117,191
Portugal,3/20/2020,2020-W12,126,28,89,725,418,243,117,354
Portugal,3/21/2020,2020-W12,156,28,89,725,418,243,117,418
Portugal,3/22/2020,2020-W12,169,28,89,725,418,243,117,486
Portugal,3/23/2020,2020-W13,201,93,274,1764,1197,754,525,571
Portugal,3/24/2020,2020-W13,203,93,274,1764,1197,754,525,627
Portugal,3/25/2020,2020-W13,276,93,274,1764,1197,754,525,726
Portugal,3/26/2020,2020-W13,191,93,274,1764,1197,754,525,1042
Portugal,3/27/2020,2020-W13,354,93,274,1764,1197,754,525,1058
Portugal,3/28/2020,2020-W13,418,93,274,1764,1197,754,525,1075
Portugal,3/29/2020,2020-W13,486,93,274,1764,1197,754,525,1084
Portugal,3/30/2020,2020-W14,571,173,377,2202,1353,725,835,1099
Portugal,3/31/2020,2020-W14,627,173,377,2202,1353,725,835,1180
Portugal,4/1/2020,2020-W14,726,173,377,2202,1353,725,835,1211
Portugal,4/2/2020,2020-W14,1042,173,377,2202,1353,725,835,1173
Portugal,4/3/2020,2020-W14,1058,173,377,2202,1353,725,835,1179
Portugal,4/4/2020,2020-W14,1075,173,377,2202,1353,725,835,1175
Portugal,4/5/2020,2020-W14,1084,173,377,2202,1353,725,835,1177
Portugal,4/6/2020,2020-W15,1099,171,351,1719,1121,636,921,1187
Portugal,4/7/2020,2020-W15,1180,171,351,1719,1121,636,921,1227
Portugal,4/8/2020,2020-W15,1211,171,351,1719,1121,636,921,1200
Portugal,4/9/2020,2020-W15,1173,171,351,1719,1121,636,921,1302
Portugal,4/10/2020,2020-W15,1179,171,351,1719,1121,636,921,1284
Portugal,4/11/2020,2020-W15,1175,171,351,1719,1121,636,921,1253
Portugal,4/12/2020,2020-W15,1177,171,351,1719,1121,636,921,1243
Portugal,4/13/2020,2020-W16,1187,152,373,1624,939,509,664,1208
Portugal,4/14/2020,2020-W16,1227,152,373,1624,939,509,664,1172
Portugal,4/15/2020,2020-W16,1200,152,373,1624,939,509,664,1146
Portugal,4/16/2020,2020-W16,1302,152,373,1624,939,509,664,1095
Portugal,4/17/2020,2020-W16,1284,152,373,1624,939,509,664,1068
Portugal,4/18/2020,2020-W16,1253,152,373,1624,939,509,664,1040
Portugal,4/19/2020,2020-W16,1243,152,373,1624,939,509,664,1005
Portugal,4/20/2020,2020-W17,1208,126,292,1112,640,344,470,995
Portugal,4/21/2020,2020-W17,1172,126,292,1112,640,344,470,936
Portugal,4/22/2020,2020-W17,1146,126,292,1112,640,344,470,980
Portugal,4/23/2020,2020-W17,1095,126,292,1112,640,344,470,968
Portugal,4/24/2020,2020-W17,1068,126,292,1112,640,344,470,892
Portugal,4/25/2020,2020-W17,1040,126,292,1112,640,344,470,855
Portugal,4/26/2020,2020-W17,1005,126,292,1112,640,344,470,856
Portugal,4/27/2020,2020-W18,995,120,209,835,478,227,279,813
Portugal,4/28/2020,2020-W18,936,120,209,835,478,227,279,818
Portugal,4/29/2020,2020-W18,980,120,209,835,478,227,279,838
Portugal,4/30/2020,2020-W18,968,120,209,835,478,227,279,874
Portugal,5/1/2020,2020-W18,892,120,209,835,478,227,279,842
Portugal,5/2/2020,2020-W18,855,120,209,835,478,227,279,815
Portugal,5/3/2020,2020-W18,856,120,209,835,478,227,279,797
Portugal,5/4/2020,2020-W19,813,106,233,915,424,203,252,805
Portugal,5/5/2020,2020-W19,818,106,233,915,424,203,252,709
Portugal,5/6/2020,2020-W19,838,106,233,915,424,203,252,692
Portugal,5/7/2020,2020-W19,874,106,233,915,424,203,252,680
Portugal,5/8/2020,2020-W19,842,106,233,915,424,203,252,673
Portugal,5/9/2020,2020-W19,815,106,233,915,424,203,252,657
Portugal,5/10/2020,2020-W19,797,106,233,915,424,203,252,649
Portugal,5/11/2020,2020-W20,805,115,215,756,354,126,142,628
Portugal,5/12/2020,2020-W20,709,115,215,756,354,126,142,629
Portugal,5/13/2020,2020-W20,692,115,215,756,354,126,142,609
Portugal,5/14/2020,2020-W20,680,115,215,756,354,126,142,608
Portugal,5/15/2020,2020-W20,673,115,215,756,354,126,142,576
Portugal,5/16/2020,2020-W20,657,115,215,756,354,126,142,550
Portugal,5/17/2020,2020-W20,649,115,215,756,354,126,142,536
Portugal,5/18/2020,2020-W21,628,124,231,846,302,157,117,531
Portugal,5/19/2020,2020-W21,629,124,231,846,302,157,117,513
Portugal,5/20/2020,2020-W21,609,124,231,846,302,157,117,510
Portugal,5/21/2020,2020-W21,608,124,231,846,302,157,117,512
Portugal,5/22/2020,2020-W21,576,124,231,846,302,157,117,529
Portugal,5/23/2020,2020-W21,550,124,231,846,302,157,117,514
Portugal,5/24/2020,2020-W21,536,124,231,846,302,157,117,474
Portugal,5/25/2020,2020-W22,531,149,280,953,368,179,151,471
Portugal,5/26/2020,2020-W22,513,149,280,953,368,179,151,432
Portugal,5/27/2020,2020-W22,510,149,280,953,368,179,151,428
Portugal,5/28/2020,2020-W22,512,149,280,953,368,179,151,445
Portugal,5/29/2020,2020-W22,529,149,280,953,368,179,151,475
Portugal,5/30/2020,2020-W22,514,149,280,953,368,179,151,414
Portugal,5/31/2020,2020-W22,474,149,280,953,368,179,151,398
Portugal,6/1/2020,2020-W23,471,178,308,1108,415,149,123,366
Portugal,6/2/2020,2020-W23,432,178,308,1108,415,149,123,394
Portugal,6/3/2020,2020-W23,428,178,308,1108,415,149,123,417
Portugal,6/4/2020,2020-W23,445,178,308,1108,415,149,123,415
Portugal,6/5/2020,2020-W23,475,178,308,1108,415,149,123,440
Portugal,6/6/2020,2020-W23,414,178,308,1108,415,149,123,428
Portugal,6/7/2020,2020-W23,398,178,308,1108,415,149,123,419
Portugal,6/8/2020,2020-W24,366,178,236,989,360,160,107,431
Portugal,6/9/2020,2020-W24,394,178,236,989,360,160,107,423
Portugal,6/10/2020,2020-W24,417,178,236,989,360,160,107,435
Portugal,6/11/2020,2020-W24,415,178,236,989,360,160,107,416
Portugal,6/12/2020,2020-W24,440,178,236,989,360,160,107,422
Portugal,6/13/2020,2020-W24,428,178,236,989,360,160,107,422
Portugal,6/14/2020,2020-W24,419,178,236,989,360,160,107,407
Portugal,6/15/2020,2020-W25,431,191,364,1101,414,208,244,424
Portugal,6/16/2020,2020-W25,423,191,364,1101,414,208,244,441
Portugal,6/17/2020,2020-W25,435,191,364,1101,414,208,244,429
Portugal,6/18/2020,2020-W25,416,191,364,1101,414,208,244,436
Portugal,6/19/2020,2020-W25,422,191,364,1101,414,208,244,457
Portugal,6/20/2020,2020-W25,422,191,364,1101,414,208,244,442
Portugal,6/21/2020,2020-W25,407,191,364,1101,414,208,244,458
Portugal,6/22/2020,2020-W26,424,276,331,1216,433,229,240,489
Portugal,6/23/2020,2020-W26,441,276,331,1216,433,229,240,491
Portugal,6/24/2020,2020-W26,429,276,331,1216,433,229,240,503
Portugal,6/25/2020,2020-W26,436,276,331,1216,433,229,240,510
Portugal,6/26/2020,2020-W26,457,276,331,1216,433,229,240,495
Portugal,6/27/2020,2020-W26,442,276,331,1216,433,229,240,489
Portugal,6/28/2020,2020-W26,458,276,331,1216,433,229,240,504
Portugal,6/29/2020,2020-W27,489,232,347,1085,427,248,205,513
Portugal,6/30/2020,2020-W27,491,232,347,1085,427,248,205,511
Portugal,7/1/2020,2020-W27,503,232,347,1085,427,248,205,512
Portugal,7/2/2020,2020-W27,510,232,347,1085,427,248,205,487
Portugal,7/3/2020,2020-W27,495,232,347,1085,427,248,205,471
Portugal,7/4/2020,2020-W27,489,232,347,1085,427,248,205,459
Portugal,7/5/2020,2020-W27,504,232,347,1085,427,248,205,462
Portugal,7/6/2020,2020-W28,513,238,324,1100,443,236,155,467
Portugal,7/7/2020,2020-W28,511,238,324,1100,443,236,155,472
Portugal,7/8/2020,2020-W28,512,238,324,1100,443,236,155,478
Portugal,7/9/2020,2020-W28,487,238,324,1100,443,236,155,476
Portugal,7/10/2020,2020-W28,471,238,324,1100,443,236,155,447
Portugal,7/11/2020,2020-W28,459,238,324,1100,443,236,155,452
Portugal,7/12/2020,2020-W28,462,238,324,1100,443,236,155,439
Portugal,7/13/2020,2020-W29,467,205,277,891,353,181,94,454
Portugal,7/14/2020,2020-W29,472,205,277,891,353,181,94,439
Portugal,7/15/2020,2020-W29,478,205,277,891,353,181,94,439
Portugal,7/16/2020,2020-W29,476,205,277,891,353,181,94,431
Portugal,7/17/2020,2020-W29,447,205,277,891,353,181,94,420
Portugal,7/18/2020,2020-W29,452,205,277,891,353,181,94,410
Portugal,7/19/2020,2020-W29,439,205,277,891,353,181,94,403
Portugal,7/20/2020,2020-W30,454,153,207,718,268,154,97,414
Portugal,7/21/2020,2020-W30,439,153,207,718,268,154,97,402
Portugal,7/22/2020,2020-W30,439,153,207,718,268,154,97,403
Portugal,7/23/2020,2020-W30,431,153,207,718,268,154,97,403
Portugal,7/24/2020,2020-W30,420,153,207,718,268,154,97,381
Portugal,7/25/2020,2020-W30,410,153,207,718,268,154,97,375
Portugal,7/26/2020,2020-W30,403,153,207,718,268,154,97,378
Portugal,7/27/2020,2020-W31,414,158,165,562,232,124,80,390
Portugal,7/28/2020,2020-W31,402,158,165,562,232,124,80,401
Portugal,7/29/2020,2020-W31,403,158,165,562,232,124,80,384
Portugal,7/30/2020,2020-W31,403,158,165,562,232,124,80,369
Portugal,7/31/2020,2020-W31,381,158,165,562,232,124,80,356
Portugal,8/1/2020,2020-W31,375,158,165,562,232,124,80,357
Portugal,8/2/2020,2020-W31,378,158,165,562,232,124,80,366
Portugal,8/3/2020,2020-W32,390,122,169,557,235,157,112,374
Portugal,8/4/2020,2020-W32,401,122,169,557,235,157,112,365
Portugal,8/5/2020,2020-W32,384,122,169,557,235,157,112,367
Portugal,8/6/2020,2020-W32,369,122,169,557,235,157,112,358
Portugal,8/7/2020,2020-W32,356,122,169,557,235,157,112,348
Portugal,8/8/2020,2020-W32,357,122,169,557,235,157,112,320
Portugal,8/9/2020,2020-W32,366,122,169,557,235,157,112,325
Portugal,8/10/2020,2020-W33,374,116,204,675,242,142,117,336
Portugal,8/11/2020,2020-W33,365,116,204,675,242,142,117,336
Portugal,8/12/2020,2020-W33,367,116,204,675,242,142,117,329
Portugal,8/13/2020,2020-W33,358,116,204,675,242,142,117,334
Portugal,8/14/2020,2020-W33,348,116,204,675,242,142,117,321
Portugal,8/15/2020,2020-W33,320,116,204,675,242,142,117,316
Portugal,8/16/2020,2020-W33,325,116,204,675,242,142,117,317
Portugal,8/17/2020,2020-W34,336,109,184,660,272,166,117,321
Portugal,8/18/2020,2020-W34,336,109,184,660,272,166,117,325
Portugal,8/19/2020,2020-W34,329,109,184,660,272,166,117,311
Portugal,8/20/2020,2020-W34,334,109,184,660,272,166,117,317
Portugal,8/21/2020,2020-W34,321,109,184,660,272,166,117,334
Portugal,8/22/2020,2020-W34,316,109,184,660,272,166,117,324
Portugal,8/23/2020,2020-W34,317,109,184,660,272,166,117,341
Portugal,8/24/2020,2020-W35,321,181,338,1000,412,259,166,349
Portugal,8/25/2020,2020-W35,325,181,338,1000,412,259,166,350
Portugal,8/26/2020,2020-W35,311,181,338,1000,412,259,166,337
Portugal,8/27/2020,2020-W35,317,181,338,1000,412,259,166,334
Portugal,8/28/2020,2020-W35,334,181,338,1000,412,259,166,339
Portugal,8/29/2020,2020-W35,324,181,338,1000,412,259,166,345
Portugal,8/30/2020,2020-W35,341,181,338,1000,412,259,166,354
Portugal,8/31/2020,2020-W36,349,207,365,1075,496,305,216,381
Portugal,9/1/2020,2020-W36,350,207,365,1075,496,305,216,394
Portugal,9/2/2020,2020-W36,337,207,365,1075,496,305,216,391
Portugal,9/3/2020,2020-W36,334,207,365,1075,496,305,216,406
Portugal,9/4/2020,2020-W36,339,207,365,1075,496,305,216,404
Portugal,9/5/2020,2020-W36,345,207,365,1075,496,305,216,438
Portugal,9/6/2020,2020-W36,354,207,365,1075,496,305,216,452
Portugal,10/5/2020,2020-W41,701,652,1382,3408,1571,824,511,877
Portugal,10/6/2020,2020-W41,732,652,1382,3408,1571,824,511,916
Portugal,10/7/2020,2020-W41,764,652,1382,3408,1571,824,511,957
Portugal,10/8/2020,2020-W41,801,652,1382,3408,1571,824,511,993
Portugal,10/9/2020,2020-W41,811,652,1382,3408,1571,824,511,1015
Portugal,10/10/2020,2020-W41,831,652,1382,3408,1571,824,511,1012
Portugal,10/11/2020,2020-W41,843,652,1382,3408,1571,824,511,1086
Portugal,10/12/2020,2020-W42,877,1093,2173,5967,2780,1382,857,1174
Portugal,10/13/2020,2020-W42,916,1093,2173,5967,2780,1382,857,1237
Portugal,10/14/2020,2020-W42,957,1093,2173,5967,2780,1382,857,1272
Portugal,10/15/2020,2020-W42,993,1093,2173,5967,2780,1382,857,1365
Portugal,10/16/2020,2020-W42,1015,1093,2173,5967,2780,1382,857,1418
Portugal,10/17/2020,2020-W42,1012,1093,2173,5967,2780,1382,857,1455
Portugal,10/18/2020,2020-W42,1086,1093,2173,5967,2780,1382,857,1574
Portugal,10/19/2020,2020-W43,1174,1458,3002,8149,3846,1935,1203,1672
Portugal,10/20/2020,2020-W43,1237,1458,3002,8149,3846,1935,1203,1747
Portugal,10/21/2020,2020-W43,1272,1458,3002,8149,3846,1935,1203,1794
Portugal,10/22/2020,2020-W43,1365,1458,3002,8149,3846,1935,1203,1794
Portugal,10/23/2020,2020-W43,1418,1458,3002,8149,3846,1935,1203,1927
Portugal,10/24/2020,2020-W43,1455,1458,3002,8149,3846,1935,1203,1972
Portugal,10/25/2020,2020-W43,1574,1458,3002,8149,3846,1935,1203,2122
Portugal,10/26/2020,2020-W44,1672,2014,3737,10567,5129,2645,1908,2255
Portugal,10/27/2020,2020-W44,1747,2014,3737,10567,5129,2645,1908,2349
Portugal,10/28/2020,2020-W44,1794,2014,3737,10567,5129,2645,1908,2337
Portugal,10/29/2020,2020-W44,1794,2014,3737,10567,5129,2645,1908,2362
Portugal,10/30/2020,2020-W44,1927,2014,3737,10567,5129,2645,1908,2425
Portugal,10/31/2020,2020-W44,1972,2014,3737,10567,5129,2645,1908,2420
Portugal,11/1/2020,2020-W44,2122,2014,3737,10567,5129,2645,1908,2522
Portugal,11/2/2020,2020-W45,2255,3509,5232,14875,7437,3502,2234,2651
Portugal,11/3/2020,2020-W45,2349,3509,5232,14875,7437,3502,2234,2742
Portugal,11/4/2020,2020-W45,2337,3509,5232,14875,7437,3502,2234,2785
Portugal,11/5/2020,2020-W45,2362,3509,5232,14875,7437,3502,2234,2794
Portugal,11/6/2020,2020-W45,2425,3509,5232,14875,7437,3502,2234,2799
Portugal,11/7/2020,2020-W45,2420,3509,5232,14875,7437,3502,2234,2798
Portugal,11/8/2020,2020-W45,2522,3509,5232,14875,7437,3502,2234,2929
Portugal,11/9/2020,2020-W46,2651,4025,5185,14819,7610,3859,2577,3040
Portugal,11/10/2020,2020-W46,2742,4025,5185,14819,7610,3859,2577,3028
Portugal,11/11/2020,2020-W46,2785,4025,5185,14819,7610,3859,2577,3051
Portugal,11/12/2020,2020-W46,2794,4025,5185,14819,7610,3859,2577,3017
Portugal,11/13/2020,2020-W46,2799,4025,5185,14819,7610,3859,2577,3079
Portugal,11/14/2020,2020-W46,2798,4025,5185,14819,7610,3859,2577,3025
Portugal,11/15/2020,2020-W46,2929,4025,5185,14819,7610,3859,2577,3151
Portugal,11/16/2020,2020-W47,3040,4215,5195,14998,8117,4046,2635,3241
Portugal,11/17/2020,2020-W47,3028,4215,5195,14998,8117,4046,2635,3275
Portugal,11/18/2020,2020-W47,3051,4215,5195,14998,8117,4046,2635,3251
Portugal,11/19/2020,2020-W47,3017,4215,5195,14998,8117,4046,2635,3192
Portugal,11/20/2020,2020-W47,3079,4215,5195,14998,8117,4046,2635,3208
Portugal,11/21/2020,2020-W47,3025,4215,5195,14998,8117,4046,2635,3155
Portugal,11/22/2020,2020-W47,3151,4215,5195,14998,8117,4046,2635,3245
Portugal,11/23/2020,2020-W48,3241,3645,4244,12391,6748,3473,2497,3342
Portugal,11/24/2020,2020-W48,3275,3645,4244,12391,6748,3473,2497,3275
Portugal,11/25/2020,2020-W48,3251,3645,4244,12391,6748,3473,2497,3338
Portugal,11/26/2020,2020-W48,3192,3645,4244,12391,6748,3473,2497,3330
Portugal,11/27/2020,2020-W48,3208,3645,4244,12391,6748,3473,2497,3295
Portugal,11/28/2020,2020-W48,3155,3645,4244,12391,6748,3473,2497,3229
Portugal,11/29/2020,2020-W48,3245,3645,4244,12391,6748,3473,2497,3268
Portugal,12/28/2020,2020-W53,2967,3082,4393,13487,7182,3882,2836,3171
Portugal,12/29/2020,2020-W53,2930,3082,4393,13487,7182,3882,2836,3260
Portugal,12/30/2020,2020-W53,2896,3082,4393,13487,7182,3882,2836,3293
Portugal,12/31/2020,2020-W53,2840,3082,4393,13487,7182,3882,2836,3333
Portugal,1/1/2021,2020-W53,2806,3082,4393,13487,7182,3882,2836,3451
Portugal,1/2/2021,2020-W53,2858,3082,4393,13487,7182,3882,2836,3555
Portugal,1/3/2021,2020-W53,3044,3082,4393,13487,7182,3882,2836,3770
Portugal,1/4/2021,2021-W01,3171,5174,7729,22116,11478,6233,4839,3983
Portugal,1/5/2021,2021-W01,3260,5174,7729,22116,11478,6233,4839,4043
Portugal,1/6/2021,2021-W01,3293,5174,7729,22116,11478,6233,4839,4240
Portugal,1/7/2021,2021-W01,3333,5174,7729,22116,11478,6233,4839,4368
Portugal,1/8/2021,2021-W01,3451,5174,7729,22116,11478,6233,4839,4560
Portugal,1/9/2021,2021-W01,3555,5174,7729,22116,11478,6233,4839,4653
Portugal,1/10/2021,2021-W01,3770,5174,7729,22116,11478,6233,4839,4889
Portugal,1/11/2021,2021-W02,3983,7123,8503,25108,13629,7439,5462,5165
Portugal,1/12/2021,2021-W02,4043,7123,8503,25108,13629,7439,5462,5291
Portugal,1/13/2021,2021-W02,4240,7123,8503,25108,13629,7439,5462,5493
Portugal,1/14/2021,2021-W02,4368,7123,8503,25108,13629,7439,5462,5630
Portugal,1/15/2021,2021-W02,4560,7123,8503,25108,13629,7439,5462,5779
Portugal,1/16/2021,2021-W02,4653,7123,8503,25108,13629,7439,5462,5922
Portugal,1/17/2021,2021-W02,4889,7123,8503,25108,13629,7439,5462,6117
Portugal,1/18/2021,2021-W03,5165,9297,10436,32548,17923,9080,7178,6420
Portugal,1/19/2021,2021-W03,5291,9297,10436,32548,17923,9080,7178,6472
Portugal,1/20/2021,2021-W03,5493,9297,10436,32548,17923,9080,7178,6603
Portugal,1/21/2021,2021-W03,5630,9297,10436,32548,17923,9080,7178,6565
Portugal,1/22/2021,2021-W03,5779,9297,10436,32548,17923,9080,7178,6627
Portugal,1/23/2021,2021-W03,5922,9297,10436,32548,17923,9080,7178,6544
Portugal,1/24/2021,2021-W03,6117,9297,10436,32548,17923,9080,7178,6694
Portugal,1/25/2021,2021-W04,6420,9144,9591,30523,17594,9502,6479,6869
Portugal,1/26/2021,2021-W04,6472,9144,9591,30523,17594,9502,6479,6775
Portugal,1/27/2021,2021-W04,6603,9144,9591,30523,17594,9502,6479,6684
Portugal,1/28/2021,2021-W04,6565,9144,9591,30523,17594,9502,6479,6496
Portugal,1/29/2021,2021-W04,6627,9144,9591,30523,17594,9502,6479,6412
Portugal,1/30/2021,2021-W04,6544,9144,9591,30523,17594,9502,6479,6158
Portugal,1/31/2021,2021-W04,6694,9144,9591,30523,17594,9502,6479,6248
Portugal,2/1/2021,2021-W05,6869,4049,4691,14719,9021,5125,3827,6344
Portugal,2/2/2021,2021-W05,6775,4049,4691,14719,9021,5125,3827,6070
Portugal,2/3/2021,2021-W05,6684,4049,4691,14719,9021,5125,3827,5829
Portugal,2/4/2021,2021-W05,6496,4049,4691,14719,9021,5125,3827,5570
Portugal,2/5/2021,2021-W05,6412,4049,4691,14719,9021,5125,3827,5230
Portugal,2/6/2021,2021-W05,6158,4049,4691,14719,9021,5125,3827,4850
Portugal,2/7/2021,2021-W05,6248,4049,4691,14719,9021,5125,3827,4826
Portugal,2/8/2021,2021-W06,6344,1691,2105,6717,4143,2516,1932,4832
Portugal,2/9/2021,2021-W06,6070,1691,2105,6717,4143,2516,1932,4482
Portugal,2/10/2021,2021-W06,5829,1691,2105,6717,4143,2516,1932,4137
Portugal,2/11/2021,2021-W06,5570,1691,2105,6717,4143,2516,1932,3819
Portugal,2/12/2021,2021-W06,5230,1691,2105,6717,4143,2516,1932,3584
Portugal,2/13/2021,2021-W06,4850,1691,2105,6717,4143,2516,1932,3284
Portugal,2/14/2021,2021-W06,4826,1691,2105,6717,4143,2516,1932,3284
Portugal,2/15/2021,2021-W07,4832,1063,1289,3836,2308,1437,1032,3322
Portugal,2/16/2021,2021-W07,4482,1063,1289,3836,2308,1437,1032,3012
Portugal,2/17/2021,2021-W07,4137,1063,1289,3836,2308,1437,1032,2767
Portugal,2/18/2021,2021-W07,3819,1063,1289,3836,2308,1437,1032,2613
Portugal,2/19/2021,2021-W07,3584,1063,1289,3836,2308,1437,1032,2404
Portugal,2/20/2021,2021-W07,3284,1063,1289,3836,2308,1437,1032,2180
Portugal,2/21/2021,2021-W07,3284,1063,1289,3836,2308,1437,1032,2165
Portugal,2/22/2021,2021-W08,3322,771,789,2546,1381,811,608,2167
Portugal,2/23/2021,2021-W08,3012,771,789,2546,1381,811,608,1997
Portugal,2/24/2021,2021-W08,2767,771,789,2546,1381,811,608,1827
Portugal,2/25/2021,2021-W08,2613,771,789,2546,1381,811,608,1708
Portugal,2/26/2021,2021-W08,2404,771,789,2546,1381,811,608,1583
